Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
33299465,You Asked for Perfect,Laura  Silverman,"Silverman, Laura",,"=""1492658278""","=""9781492658276""",1,3.83,Sourcebooks Fire,Paperback,267,2019,2019,2021/07/05,2019/01/05,read-in-2021,read-in-2021 (#16),read,"*1.99999/5<br/><br/>warning: this review is a fucking mess.<br/><br/>i have so many things to say about this book but they piss me the hell off so idk how comprehensive or comprehensible this review will be. i'm probably gonna make a rant review video so i can properly complain about everything i hate about it. :D<br/><br/>but for now here's some general thoughts. i'm basically just ranting so good luck to whoever's reading this.<br/><br/>ariel is the most annoying main character in existence. he's prospective valedictorian at his school, and he has the neurosis and irritating tryhard personality to show for it. he's literally every person i hated in high school, including myself. he's completely obsessed with grades and takes every AP class he can get his hands on in order to boost his GPA (since APs are weighted higher). whenever something happens that he perceives can threaten his prospective valedictorian status, his mentality and actions regarding it is borderline psychotic. his main competitor is this girl named pari, and in order to beat her out of the valedictorian spot he took this online AP comp sci class and purposefully didn't tell her about it until the sign-up date had passed. his thoughts regarding it? ""i'm not going to apologize for being the one to come out on top.""<br/>then one page later he fails a quiz and is trying to keep it on the DL because then pari will continue to ""keep her guard down"" and not try harder knowing it's possible to overtake him for the valedictorian spot. <br/>he's also judgy af towards amir (his later love interest) for no good reason. he thinks amir thinks he's better than everybody for some reason, even tho amir hasn't done anything except be antisocial at social gatherings. at one point he sees amir wearing a ravenclaw shirt and he's like ""he WOULD identify as ravenclaw, the most pretentious of the hogwarts hosues."" bitch??? a) literally what has he done to you??? and b) have you met yourself??? (btw: later amir says he thinks ariel's a gryffinclaw which is hilarious to me bc this man is definitely a slytherin. ((no shade to slytherins he does not speak for y'all.)) he's manipulative af and would literally do anything to be valedictorian. literally textbook slytherin with his level of ambitiousness and relentlessness.)<br/>anyway, ariel's only personality trait is being an annoying tryhard little bitch... and liking sour candy. he's sooooo quirky XD!1!!!<br/><br/>eh i don't feel like talking about this book anymore so lemme just jot down some last few thoughts.<br/><br/>there's a ridiculous number of harry potter references. like, way too many. there's also 1 mention of t*mblr and THE LITERAL PHRASE ""I SHIP IT"" in this book. i am in physical pain. what is this, 2012?<br/><br/>ariel ends up kind of realizing what he did was shitty (mostly bc all his friends started hating him for being a dick and only caring about himself/school) and realizes ~grades aren't everything~. but does that make up for the torture i endured for the other 80% of this book? no. the book is average at best in terms of plot/characters/interesting-ness. all the takeaways and lessons we're supposed to garner are pretty straightforward and the same as any other book with the similar premise. but the fact that ariel is super annoying makes it so much worse.<br/><br/>so does this book rly deserve 1 star? eh. it'd probably get a 2 if i was feeling generous, but i'm not. so fuck you.",,,1,,,0,,,,,
36442895,"Girls with Sharp Sticks (Girls with Sharp Sticks, #1)",Suzanne Young,"Young, Suzanne",,"=""1534426132""","=""9781534426139""",0,3.95,Simon Pulse ,Hardcover,400,2019,2019,,2019/01/13,"to-read, judging-a-book-by-its-cover, tbr-2019-releases, sci-fi, series, libby","to-read (#100), judging-a-book-by-its-cover (#22), tbr-2019-releases (#10), sci-fi (#8), series (#56), libby (#78)",to-read,,,,0,,,0,,,,,
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,"=""1405293187""","=""9781405293181""",5,4.36,Electric Monkey,Paperback,433,2019,2019,2021/07/01,2021/06/23,read-in-2021,read-in-2021 (#15),read,"honestly this book probs wasn't the best quality-wise but i enjoyed it a lot sooooo<br/><br/>the negative reviews i've seen all have the same complaints, and they're completely valid. the main character, pippa, doesn't rly have a personality and has absolutely no character development throughout the book. she commits a number of legally and morally inept things in her pursuit of the truth, including catfishing, lying, and breaking and entering. there are a couple times when she thinks about her actions and feels bad that she's doing these things in an attempt to get answers, but eventually she just brushes it off. it would have been nice if she faced some consequences for that and/or learned something about the fatality of keeping harmful secrets, which would have drawn an interesting parallel to andie, the girl whose murder she's trying to solve in the first place.<br/><br/>so yeah maybe considering that^^ point i should lower my rating but idrc<br/><br/>the book was really fun and addicting and super funny. i loved the friendships, and some interactions were really funny and reminded me of my own friends.<br/>there's also an added dimension of race involved with the story -- of how sal, andie's supposed murderer, is indian and how racism affected how he was perceived and depicted by the media and police. it's not super deep or anything, and considering the author's white i didn't expect it to be, but i'm glad it was in there to add a bit more depth to the story.<br/><br/>and RAVI!!!!! I LOVE HIM <333333 his existence alone warrants 5 stars",,,1,,,0,,,,,
50892212,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,"Gong, Chloe",,"=""1534457690""","=""9781534457690""",4,4.00,Margaret K. McElderry Books,Hardcover,449,2020,2020,2021/06/30,2021/04/10,read-in-2021,read-in-2021 (#14),read,"aaaaaaaaAAAAAAAAAA<br/>i'm having trouble articulating my thoughts so lemme just make a list:<br/><br/>- takes place in 1920s china = asian rep; heavily anti-colonist (as it should be… reading ab this setting and remembering all the foreign countries coming in and dividing up china like they owned the place — which actually happened during this time — made me SO MAD lmao)<br/>- talks about the sexism/racism of the time, including sexism in chinese culture/tradition<br/>- enemies to lovers to enemies to lovers LMAO<br/>- mlm rep and trans rep that was naturally integrated and did not feel forced (i rly like the m/m duo and their interactions and i hope they actually get to get together in the sequel <333)<br/>- marshall is so funny he is my favorite<br/>- there's a disease going around and the foreigners (aka white ppl) don't believe it actually exists; ""get vaccinated"" flyers lying around.... big COVID moment<br/>- the only part that i was mildly annoyed by is the fact that juliette keeps thinking ab how she and roma used to be together but then has to remind herself that she's supposed to hate him now... go to horny jail BONK<br/>- book seems mildly leaning anti-communist/pro-nationalist and uhhh :=|<br/><br/>TLDR: i like the reimagining of romeo & juliet as two rival gangs in 1920s china. i love the representation and the acknowledgement of the racism and sexism during that time, including within chinese culture. i'm looking forward to seeing how chloe gong continues the retelling of r&j in this setting in the sequel!",,,1,,,0,,,,,
44084762,"Our Violent Ends (These Violent Delights, #2)",Chloe Gong,"Gong, Chloe",,"=""1529344565""","=""9781529344561""",0,4.63,Hodder & Stoughton,Hardcover,494,2021,2021,,2021/06/30,"to-read, asian-rep, fantasy, tbr-2021-releases, series","to-read (#210), asian-rep (#6), fantasy (#76), tbr-2021-releases (#4), series (#88)",to-read,,,,0,,,0,,,,,
31180248,Leah on the Offbeat (Simonverse #3),Becky Albertalli,"Albertalli, Becky",,"=""0062643800""","=""9780062643803""",2,3.83,HarperCollins/Balzer + Bray,Hardcover,352,2018,2018,2018/07/08,2018/03/18,read-in-2018,read-in-2018 (#15),read,i read this like 3 years ago but i’m still mad esp cuz none of the top reviews mention this — FUCK THE BIPHOBIA IN THIS BOOK!!!!,,,1,,,0,,,,,
50892338,Legendborn (The Legendborn Cycle #1),Tracy Deonn,"Deonn, Tracy",,"=""1534441603""","=""9781534441606""",0,4.44,Margaret K. McElderry Books,Hardcover,501,2020,2020,,2021/06/23,"to-read, black-rep, libby","to-read (#209), black-rep (#10), libby (#77)",to-read,,,,0,,,0,,,,,
41940388,The Test,Sylvain Neuvel,"Neuvel, Sylvain",,"=""1250312833""","=""9781250312839""",4,3.85,St Martin's Press,Paperback,108,2019,2019,2021/06/22,2020/03/23,read-in-2021,read-in-2021 (#13),read,this book made me lowkey sad lmao,,,1,,,0,,,,,
23353593,"Tokyo Ghoul, Vol. 1 (Tokyo Ghoul, #1)",Sui Ishida,"Ishida, Sui",Joe Yamazaki,"=""1421580365""","=""9781421580364""",4,4.43,VIZ Media LLC,Paperback,224,2015,2012,2020/03/26,2019/05/21,"read-in-2020, read-in-2021","read-in-2020 (#6), read-in-2021 (#12)",read,"ORIGINAL REVIEW 3/25/20<br/>*4.5/5<br/><br/>lol sui ishida said bi rights<br/><br/>things i liked:<br/>- the second half chapter 8 was AMAZING!! that alone deserves 5 stars<br/>- hide. good character. i appreciate him. <br/>- the #edgy violence. ppl who don't like rated r-level violence def wouldn't like this, but i enjoyed the occasional gore in this manga. it was just the right amount of gory that wasn't ~technically~ necessary but just enough so it'd be bearable (for someone like me at least) but not too over-the-top (cough @ pretty girls)<br/><br/>things i didn't like:<br/>- there were a few moments of unnecessary sexualisation/objectification of women, which is pretty common in manga/anime, but tbh i've grown more and more tired of it over the years so it annoyed me<br/>- some panels during fight scenes were just a bunch of blurry lines, so i was confused ab what exactly was happening<br/><br/><br/>REREAD 6/14/21<br/>it wasn't as good as i remember tbh lol but all my previous thoughts still stand",,,2,,,0,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.61,Arthur A. Levine Books,Hardcover,759,2007,2007,2021/06/13,2017/03/30,read-in-2021,read-in-2021 (#11),read,,,,2,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.57,Scholastic Inc.,Paperback,652,2006,2005,2021/06/11,2017/03/30,read-in-2021,read-in-2021 (#10),read,,,,2,,,0,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.50,Scholastic Inc.,Paperback,870,2004,2003,2021/06/09,2017/03/30,read-in-2021,read-in-2021 (#9),read,,,,2,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",0,4.57,Scholastic Inc.,Mass Market Paperback,435,2004,1999,2018/09/01,2017/03/30,"read-in-2018, read-in-2021","read-in-2018 (#42), read-in-2021 (#8)",read,,,,3,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.56,Scholastic,Paperback,734,2002,2000,2018/10/08,2017/03/30,"read-in-2018, read-in-2021","read-in-2018 (#43), read-in-2021 (#7)",read,,,,3,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, ویدا اسلامیه","=""""","=""""",0,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,2018/08/24,2017/03/30,"read-in-2018, read-in-2021","read-in-2018 (#41), read-in-2021 (#6)",read,,,,3,,,0,,,,,
77523,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.47,Arthur A. Levine Books,Hardcover,309,1998,1997,2018/08/20,2017/03/26,"faves, read-in-2018, read-in-2021","faves (#4), read-in-2018 (#40), read-in-2021 (#5)",read,,,,5,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.44,Bantam,Mass Market Paperback,835,2005,1996,2021/05/30,2017/03/26,read-in-2021,read-in-2021 (#4),read,"(tw: rape/sexual assault, child marriage and pedophilia)<br/><br/>i liked the book and thought it was very well-written, but i'm not a fan of all the ""causal rape"" that occurs throughout the book. (that is, the numerous instances of sexual assault or instances of characters talking ab sexual assault that is just mentioned casually in passing cuz it's just a ""normal thing"" that often occurs.) one might argue it exists for worldbuilding purposes, but idgaf. i don't need to hear about these nameless and innocent villager women/GIRLS getting gang raped.<br/>also daenerys's storyline is highkey fucked. she's forced to marry this guy that's twice her age and obviously she's raped repeatedly. but luckily for the reader (*/s intensifies*), the narration is from dany's naive and innocent point of view, so she doesn't view it as violent and agonizing as it would often normally be. in fact, on her wedding night she is filled with fear up until the point it happens, but because he starts off gently, she ends up warming up to the idea and even guides his hands to touch her.<br/>oh and by the way SHE'S 13 YEARS OLD which is just the cherry on top for this whole thing. which is why from her POV she doesn't even view it as rape and ""grows to like it"" and even falls in love with him.<br/>like this story is good so we could've just gone without all the rape and child marriage shit but noooooooo<br/>enough of this shit happens in real life i don't need to read ab it in fiction too",true,,1,,,0,,,,,
52845775,Minor Feelings: An Asian American Reckoning,Cathy Park Hong,"Hong, Cathy Park",,"=""1984820362""","=""9781984820365""",0,4.26,One World,Hardcover,209,2020,2020,,2020/05/26,"to-read, asian-rep, libby","to-read (#197), asian-rep (#4), libby (#76)",to-read,,,,0,,,0,,,,,
20575446,In Real Life,Cory Doctorow,"Doctorow, Cory",Jen Wang,"=""1596436581""","=""9781596436589""",0,3.81,First Second,Paperback,175,2014,2014,,2017/08/19,"to-read, graphic-novel, fantasy, libby","to-read (#9), graphic-novel (#3), fantasy (#69), libby (#75)",to-read,,,,0,,,0,,,,,
53138093,The Project,Courtney Summers,"Summers, Courtney",,"=""1250105730""","=""9781250105738""",0,3.54,Wednesday Books,Hardcover,352,2021,2021,,2020/07/23,"to-read, tbr-2021-releases, libby","to-read (#200), tbr-2021-releases (#2), libby (#74)",to-read,,,,0,,,0,,,,,
34091380,"The Late Show (Renée Ballard, #1; Harry Bosch Universe, #29)",Michael Connelly,"Connelly, Michael",,"=""0316225983""","=""9780316225984""",0,4.05,"Little, Brown and Company",Hardcover,405,2017,2017,,2021/05/22,"to-read, mysteries, libby","to-read (#208), mysteries (#16), libby (#73)",to-read,,,,0,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.38,Alfred A. Knopf,Hardcover,552,2006,2005,,2019/05/21,"to-read, libby, owned, owned-tbr, classics, historical-fiction","to-read (#131), libby (#19), owned (#54), owned-tbr (#10), classics (#20), historical-fiction (#2)",to-read,,,,0,,,0,,,,,
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,"=""""","=""""",5,4.16,Putnam Juvenile,Hardcover,305,2011,2011,,2017/03/26,"read-in-2015, read-in-2016, owned, owned-tbr, to-reread","read-in-2015 (#1), read-in-2016 (#23), owned (#46), owned-tbr (#16), to-reread (#25)",read,,,,1,,,0,,,,,
6788767,"Athena the Brain (Goddess Girls, #1)",Joan Holub,"Holub, Joan",Suzanne Williams,"=""141698271X""","=""9781416982715""",0,4.08,Aladdin,Paperback,160,2010,2010,,2019/07/11,"for-school, to-reread","for-school (#38), to-reread (#24)",read,,,,1,,,0,,,,,
17231,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,"Lindsay, Jeff",,"=""""","=""""",3,3.88,Vintage Books,Paperback,288,2006,2004,2017/11/29,2017/11/19,"read-in-2017, to-reread","read-in-2017 (#3), to-reread (#23)",read,,,,1,,,0,,,,,
7728889,"The Diviners (The Diviners, #1)",Libba Bray,"Bray, Libba",,"=""""","=""""",0,3.92,"Little, Brown Books for Young Readers",Hardcover,578,2012,2012,2019/12/30,2019/01/10,read-in-2019,read-in-2019 (#26),read,,,,1,,,0,,,,,
51854625,The Devil and the Dark Water,Stuart Turton,"Turton, Stuart",,"=""1728206022""","=""9781728206028""",4,3.87,Sourcebooks Landmark,Hardcover,463,2020,2020,2021/05/07,2020/04/20,read-in-2021,read-in-2021 (#3),read,i liked it but i liked the 7 1/2 deaths of evelyn hardcastle better :D,,,1,,,0,,,,,
21936809,The Kind Worth Killing,Peter  Swanson,"Swanson, Peter",,"=""0062267523""","=""9780062267528""",0,4.03,William Morrow,Hardcover,311,2015,2015,,2021/04/26,"to-read, horror-thriller, libby","to-read (#207), horror-thriller (#26), libby (#72)",to-read,,,,0,,,0,,,,,
52439531,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""1368052401""","=""9781368052405""",3,4.23,"Little, Brown Books for Young Readers",Hardcover,384,2020,2020,2021/05/01,2021/01/07,read-in-2021,read-in-2021 (#2),read,"maybe my expectations were too high but this book didn't quite hit tbh. it was intriguing and entertaining enough, but i was hoping for a lot more when it came to the puzzles and plot, and to me it felt kinda anticlimactic. also seems like the author was trying to set up for the sequel which is why the ONE QUESTION i wanted answered was not answered. that's all i wanted bro...<br/>anyway, my two other random thoughts ab the book:<br/>- the main character's best friend uses The Good Place™️ -style censorship and it feels rly cringe and gimmicky lol<br/>- mc needs to GO TO HORNY JAIL BONK with the way she keeps being like ""her body"" is reacting to the hawthorne brothers when her mind says NO. pls go touch some grass girl",,,1,,,0,,,,,
19364719,Slasher Girls & Monster Boys,April Genevieve Tucholke,"Tucholke, April Genevieve","Stefan Bachmann, Leigh Bardugo, Kendare Blake, A.G. Howard, Jay Kristoff, Marie Lu, Jonathan Maberry, Danielle  Paige, Carrie Ryan, Megan Shepherd, Nova Ren Suma, McCormick Templeman, Cat Winters","=""""","=""""",0,3.88,Dial Books,Kindle Edition,400,2015,2015,,2021/04/02,"to-read, horror-thriller, read-in-2016","to-read (#206), horror-thriller (#25), read-in-2016 (#30)",to-read,,,,0,,,0,,,,,
53320739,"The Princess Trials (The Princess Trials, #1)",Cordelia K. Castel,"Castel, Cordelia K.",,"=""""","=""""",0,3.77,,Kindle Edition,504,2020,2020,,2021/01/20,"to-read, fantasy, judging-a-book-by-its-cover","to-read (#205), fantasy (#75), judging-a-book-by-its-cover (#44)",to-read,,,,0,,,0,,,,,
29075587,"Avatar: The Last Airbender: North and South, Part 1 (North and South, #1)",Gene Luen Yang,"Yang, Gene Luen",Gurihiru,"=""""","=""""",0,4.25,Dark Horse,,80,2016,2016,2018/12/08,2017/03/26,read-in-2018,read-in-2018 (#46),read,,,,2,,,0,,,,,
30206742,"Avatar: The Last Airbender: North and South, Part 2 (North and South, #2)",Gene Luen Yang,"Yang, Gene Luen",Gurihiru,"=""1506701299""","=""9781506701295""",0,4.29,Dark Horse Books,Paperback,76,2017,2017,2018/12/08,2017/03/26,read-in-2018,read-in-2018 (#45),read,,,,2,,,0,,,,,
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Charles Green, Mark Oxford, Sam Ngo, F.W. Pailthorpe","=""0192833596""","=""9780192833594""",1,3.78,Oxford University Press,Paperback,544,1998,1860,2018/03/02,2017/12/05,"kill-it-with-fire, for-school, owned, read-in-2017","kill-it-with-fire (#1), for-school (#16), owned (#25), read-in-2017 (#49)",read,,,,1,,,0,,,,,
32991569,"Jane, Unlimited",Kristin Cashore,"Cashore, Kristin",,"=""0803741499""","=""9780803741492""",4,3.38,Kathy Dawson Books,Hardcover,464,2017,2017,2018/01/01,2017/09/12,read-in-2017,read-in-2017 (#48),read,,,,1,,,0,,,,,
42040559,"What the Eyes Don't See: A Story of Crisis, Resistance, and Hope in an American City",Mona Hanna-Attisha,"Hanna-Attisha, Mona",,"=""0399590854""","=""9780399590856""",0,4.37,One World,Paperback,384,2019,2018,,2020/07/08,"for-school, dnf","for-school (#45), dnf (#4)",dnf,'twas a summer reading book for school so i didn't finish sorryyyyyy,,,0,,,0,,,,,
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",0,4.06,Harper Voyager,ebook,531,2018,2018,,2019/12/26,"to-read, judging-a-book-by-its-cover, series, asian-rep, tbr-2018-releases","to-read (#175), judging-a-book-by-its-cover (#41), series (#41), asian-rep (#5), tbr-2018-releases (#29)",to-read,,,,0,,,0,,,,,
236250,Dark Empire I (Star Wars: Dark Empire #1),Tom Veitch,"Veitch, Tom",Cam Kennedy,"=""159307039X""","=""9781593070397""",0,3.63,Dark Horse Comics,Paperback,152,2003,1993,,2019/12/26,"to-read, graphic-novel, movie-books, sci-fi","to-read (#177), graphic-novel (#4), movie-books (#2), sci-fi (#25)",to-read,,,,0,,,0,,,,,
34433755,Girls of Paper and Fire (Girls of Paper and Fire #1),Natasha Ngan,"Ngan, Natasha",James Patterson,"=""0316561363""","=""9780316561365""",4,3.82,Jimmy Patterson Books,Hardcover,385,2018,2018,2021/01/08,2018/08/01,"owned, read-in-2021","owned (#61), read-in-2021 (#1)",read,"(tw: sexual assault)<br/><br/>i rly enjoyed this book! FINALLY i get to read a book by a malaysian chinese author!! the worldbuilding is very much inspired by asian culture; not just malaysian and chinese but many other parts of asia as well (and not just eastern asia!)<br/>also pog an f/f relationship! i need to read more of those. it was kinda underdeveloped i think but i like that this relationship is highlighted over the abusive relationship the women have with the king, which the author does not romanticize, unlike many other YA authors (coughcoughcoughcoughcough).<br/>ngan has created an expansive world inspired by asian culture, and i'm hoping to see more of it in the sequel! (yeah, i'm really hyped over the worldbuilding. GIVE IT TO MEEEEE)<br/>anyway, i rly enjoyed this book and i rly like ngan's writing style and i'm looking forward to reading the sequel.<br/><br/>(i wrote this review at 3am and i'm sure you can tell)",,,1,,,0,,,,,
